,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
"y_rep[12,8]",0.455125,0.00559502,0.498013,0.0,0.0,0.0,1.0,7928.12,7928.12,514.546,0.999919
"y_rep[12,9]",0.50325,0.00565754,0.500021,0.0,0.0,1.0,1.0,7823.07,7823.07,507.727,0.999833
"y_rep[12,10]",0.39275,,0.488393,0.0,0.0,0.0,1.0,7635.8,7635.8,495.574,0.999759
"y_rep[13,1]",0.240625,,0.42749,0.0,0.0,0.0,1.0,7904.98,7904.98,513.044,1.00032
"y_rep[13,2]",0.306875,0.00519562,0.461226,0.0,0.0,0.0,1.0,7894.45,7894.45,512.36,1.00012
"y_rep[13,3]",0.3195,0.00515319,0.466312,0.0,0.0,0.0,1.0,8194.62,8194.62,531.842,1.00011
"y_rep[13,4]",0.220375,,0.414525,0.0,0.0,0.0,1.0,,,,
"y_rep[13,5]",0.4215,0.00556079,0.49383,0.0,0.0,0.0,1.0,7923.53,7923.53,514.248,0.999736
"y_rep[13,6]",0.4745,0.00569106,0.499381,0.0,0.0,0.0,1.0,7744.9,7744.9,502.655,0.999602
"y_rep[13,7]",0.463125,0.00549813,0.49867,0.0,0.0,0.0,1.0,8238.07,8238.07,534.662,0.999736
"y_rep[13,8]",0.461,0.00548925,0.498508,0.0,0.0,0.0,1.0,8256.78,8256.78,535.876,0.999957
"y_rep[13,9]",0.493875,0.00559386,0.499994,0.0,0.0,0.0,1.0,7991.48,7991.48,518.658,1.00018
"y_rep[13,10]",0.39425,0.00553776,0.48872,0.0,0.0,0.0,1.0,7820.56,7820.56,507.565,0.999795
"y_rep[14,1]",0.234,0.00476261,0.423399,0.0,0.0,0.0,1.0,7915.44,7915.44,513.723,0.999748
"y_rep[14,2]",0.306125,,0.460911,0.0,0.0,0.0,1.0,7942.98,7942.98,515.51,0.99975
"y_rep[14,3]",0.325125,0.00531368,0.468451,0.0,0.0,0.0,1.0,7777.3,7777.3,504.757,1.00026
"y_rep[14,4]",0.230125,0.00490023,0.420939,0.0,0.0,0.0,1.0,7528.01,7528.01,488.578,1.00014
"y_rep[14,5]",0.425375,0.00565548,0.494431,0.0,0.0,0.0,1.0,7710.67,7710.67,500.433,0.999939
"y_rep[14,6]",0.4885,0.00570445,0.499899,0.0,0.0,0.0,1.0,7708.87,7708.87,500.316,0.999694
"y_rep[14,7]",0.452,0.00567358,0.497722,0.0,0.0,0.0,1.0,7739.45,7739.45,502.301,1.00014
"y_rep[14,8]",0.45825,0.00571999,0.498285,0.0,0.0,0.0,1.0,7615.14,7615.14,494.233,0.999726
"y_rep[14,9]",0.496125,,0.500016,0.0,0.0,0.0,1.0,7956.14,7956.14,516.364,0.999802
"y_rep[14,10]",0.395875,0.00559122,0.489068,0.0,0.0,0.0,1.0,7667.81,7667.81,497.651,1.00023
"y_rep[15,1]",0.249125,,0.432533,0.0,0.0,0.0,1.0,7738.73,7738.73,502.254,0.999661
"y_rep[15,2]",0.310875,0.00520347,0.462881,0.0,0.0,0.0,1.0,7955.28,7955.28,516.308,0.999754
"y_rep[15,3]",0.3175,,0.465533,0.0,0.0,0.0,1.0,7775.5,7775.5,504.64,1.00002
"y_rep[15,4]",0.227875,0.00467196,0.419488,0.0,0.0,0.0,1.0,8068.4,8068.4,523.65,0.999882
"y_rep[15,5]",0.42775,0.00559371,0.494783,0.0,0.0,0.0,1.0,7831.6,7831.6,508.281,1.00011
"y_rep[15,6]",0.491,0.00556021,0.49995,0.0,0.0,0.0,1.0,8093.0,8093.0,525.247,0.999854
"y_rep[15,7]",0.45775,0.00554599,0.498243,0.0,0.0,0.0,1.0,8085.25,8085.25,524.744,1.00006
"y_rep[15,8]",0.458625,,0.498316,0.0,0.0,0.0,1.0,7997.37,7997.37,519.04,0.999832
"y_rep[15,9]",0.506625,0.00564614,0.499987,0.0,0.0,1.0,1.0,7848.45,7848.45,509.375,0.999844
"y_rep[15,10]",0.40725,0.0054023,0.491353,0.0,0.0,0.0,1.0,8283.44,8283.44,537.606,0.99977
"y_rep[16,1]",0.2465,0.00505587,0.431,0.0,0.0,0.0,1.0,7358.06,7358.06,477.548,1.00057
"y_rep[16,2]",0.312125,0.00527641,0.463389,0.0,0.0,0.0,1.0,7740.56,7740.56,502.373,1.00044
"y_rep[16,3]",0.323875,0.00517264,0.467982,0.0,0.0,0.0,1.0,8186.92,8186.92,531.342,0.99995
"y_rep[16,4]",0.216625,0.00462108,0.411971,0.0,0.0,0.0,1.0,7966.61,7966.61,517.044,0.999703
"y_rep[16,5]",0.429875,0.00566974,0.495089,0.0,0.0,0.0,1.0,7634.31,7634.31,495.477,0.999901
"y_rep[16,6]",0.486875,0.00572252,0.499859,0.0,0.0,0.0,1.0,7659.64,7659.64,497.121,0.999776
"y_rep[16,7]",0.464125,0.00564638,0.498742,0.0,0.0,0.0,1.0,7825.01,7825.01,507.854,0.999821
"y_rep[16,8]",0.462125,0.00568297,0.498595,0.0,0.0,0.0,1.0,7705.24,7705.24,500.081,0.999616
"y_rep[16,9]",0.502375,0.00564474,0.500026,0.0,0.0,1.0,1.0,7882.43,7882.43,511.581,1.0003
"y_rep[16,10]",0.39225,0.00534031,0.488282,0.0,0.0,0.0,1.0,8366.17,8366.17,542.976,1.0001
"y_rep[17,1]",0.24175,,0.42817,0.0,0.0,0.0,1.0,8165.88,8165.88,529.976,1.00035
"y_rep[17,2]",0.292625,0.00503931,0.454996,0.0,0.0,0.0,1.0,8166.57,8166.57,530.022,0.999665
"y_rep[17,3]",0.332125,0.00529065,0.471005,0.0,0.0,0.0,1.0,7928.36,7928.36,514.561,0.999769
"y_rep[17,4]",0.227125,0.00475649,0.419,0.0,0.0,0.0,1.0,7783.57,7783.57,505.164,1.00011
"y_rep[17,5]",0.424375,,0.494279,0.0,0.0,0.0,1.0,7773.49,7773.49,504.51,0.999752
"y_rep[17,6]",0.479875,0.00573407,0.499626,0.0,0.0,0.0,1.0,7719.36,7719.36,500.997,1.00018
"y_rep[17,7]",0.45925,0.0055568,0.498368,0.0,0.0,0.0,1.0,8055.44,8055.44,522.809,1.00023
"y_rep[17,8]",0.448,0.00562723,0.49732,0.0,0.0,0.0,1.0,7840.59,7840.59,508.865,1.00024
"y_rep[17,9]",0.497875,,0.500027,0.0,0.0,0.0,1.0,8049.05,8049.05,522.394,1.00014
"y_rep[17,10]",0.384375,0.00548397,0.486478,0.0,0.0,0.0,1.0,7914.55,7914.55,513.665,1.00001
"y_rep[18,1]",0.242125,0.00490496,0.428396,0.0,0.0,0.0,1.0,7764.31,7764.31,503.914,0.999689
"y_rep[18,2]",0.29875,0.00511692,0.457739,0.0,0.0,0.0,1.0,8008.54,8008.54,519.765,1.0003
"y_rep[18,3]",0.325,0.00518813,0.468404,0.0,0.0,0.0,1.0,8180.36,8180.36,530.916,1.00016
"y_rep[18,4]",0.225375,,0.417855,0.0,0.0,0.0,1.0,7539.55,7539.55,489.327,0.99968
"y_rep[18,5]",0.4215,0.00565143,0.49383,0.0,0.0,0.0,1.0,7669.97,7669.97,497.792,1.00003
"y_rep[18,6]",0.4815,0.00558199,0.499689,0.0,0.0,0.0,1.0,8028.89,8028.89,521.086,0.999955
"y_rep[18,7]",0.46025,0.00560037,0.498449,0.0,0.0,0.0,1.0,7934.8,7934.8,514.979,1.00021
"y_rep[18,8]",0.45825,0.00544698,0.498285,0.0,0.0,0.0,1.0,8373.91,8373.91,543.478,0.999737
"y_rep[18,9]",0.485125,0.00566634,0.49981,0.0,0.0,0.0,1.0,7815.78,7815.78,507.254,1.00004
"y_rep[18,10]",0.40075,0.00557393,0.490081,0.0,0.0,0.0,1.0,7766.55,7766.55,504.06,0.999769
"y_rep[19,1]",0.240875,0.00473727,0.427641,0.0,0.0,0.0,1.0,8153.45,8153.45,529.17,0.999829
"y_rep[19,2]",0.306,0.0050865,0.460858,0.0,0.0,0.0,1.0,8212.43,8212.43,532.998,0.999594
"y_rep[19,3]",0.315,0.00535467,0.464545,0.0,0.0,0.0,1.0,7618.63,7618.63,494.46,1.00048
"y_rep[19,4]",0.22575,,0.418101,0.0,0.0,0.0,1.0,,,,
"y_rep[19,5]",0.4225,0.00535193,0.493988,0.0,0.0,0.0,1.0,8519.66,8519.66,552.938,0.999706
"y_rep[19,6]",0.4765,0.00559329,0.499479,0.0,0.0,0.0,1.0,7978.42,7978.42,517.81,0.99984
"y_rep[19,7]",0.45675,0.00561125,0.498157,0.0,0.0,0.0,1.0,7892.43,7892.43,512.23,1.00021
"y_rep[19,8]",0.45225,0.00552932,0.497746,0.0,0.0,0.0,1.0,8112.27,8112.27,526.497,0.999748
"y_rep[19,9]",0.4855,,0.499821,0.0,0.0,0.0,1.0,8077.91,8077.91,524.267,0.99977
"y_rep[19,10]",0.406,0.00550256,0.491115,0.0,0.0,0.0,1.0,7993.65,7993.65,518.798,0.999966
"y_rep[20,1]",0.2445,,0.429817,0.0,0.0,0.0,1.0,7796.73,7796.73,506.018,1.00024
"y_rep[20,2]",0.298875,0.00511324,0.457794,0.0,0.0,0.0,1.0,8019.31,8019.31,520.464,0.999696
"y_rep[20,3]",0.325875,0.00525512,0.46873,0.0,0.0,0.0,1.0,7970.99,7970.99,517.328,1.00035
"y_rep[20,4]",0.228,0.00470053,0.419569,0.0,0.0,0.0,1.0,7970.82,7970.82,517.317,1.00038
"y_rep[20,5]",0.426875,0.00571186,0.494655,0.0,0.0,0.0,1.0,7571.17,7571.17,491.379,0.999838
"y_rep[20,6]",0.48275,0.00543428,0.499734,0.0,0.0,0.0,1.0,8465.99,8465.99,549.454,1.00021
"y_rep[20,7]",0.45675,0.00557398,0.498157,0.0,0.0,0.0,1.0,7991.24,7991.24,518.642,1.00063
"y_rep[20,8]",0.46375,0.00552251,0.498715,0.0,0.0,0.0,1.0,8155.35,8155.35,529.293,0.99956
"y_rep[20,9]",0.505875,0.00555868,0.499997,0.0,0.0,1.0,1.0,8098.01,8098.01,525.572,0.999827
"y_rep[20,10]",0.402125,0.00548883,0.490358,0.0,0.0,0.0,1.0,7986.26,7986.26,518.319,1.00007
"y_rep[21,1]",0.24325,,0.429072,0.0,0.0,0.0,1.0,8170.62,8170.62,530.284,1.00001
"y_rep[21,2]",0.307875,0.00514751,0.461643,0.0,0.0,0.0,1.0,8058.12,8058.12,522.983,0.999851
"y_rep[21,3]",0.328625,,0.469743,0.0,0.0,0.0,1.0,7369.11,7369.11,478.265,1.00009
"y_rep[21,4]",0.22475,,0.417444,0.0,0.0,0.0,1.0,8093.33,8093.33,525.268,1.00033
"y_rep[21,5]",0.43025,0.00565426,0.495142,0.0,0.0,0.0,1.0,7750.8,7750.8,503.037,0.999961
"y_rep[21,6]",0.48,0.0055948,0.499631,0.0,0.0,0.0,1.0,8016.9,8016.9,520.308,0.999942
"y_rep[21,7]",0.453375,0.00563423,0.497852,0.0,0.0,0.0,1.0,7837.97,7837.97,508.695,0.999937
"y_rep[21,8]",0.456375,0.00554398,0.498124,0.0,0.0,0.0,1.0,8079.1,8079.1,524.345,1.00052
"y_rep[21,9]",0.500375,,0.500031,0.0,0.0,1.0,1.0,7970.66,7970.66,517.307,1.00005
"y_rep[21,10]",0.411125,0.0054482,0.492069,0.0,0.0,0.0,1.0,8169.53,8169.53,530.214,0.999669
"y_rep[22,1]",0.240375,,0.427338,0.0,0.0,0.0,1.0,,,,
"y_rep[22,2]",0.3125,0.00517066,0.463541,0.0,0.0,0.0,1.0,8074.54,8074.54,524.049,1.00016
"y_rep[22,3]",0.328375,0.00521849,0.469651,0.0,0.0,0.0,1.0,8104.16,8104.16,525.971,1.00007
"y_rep[22,4]",0.224375,0.00464392,0.417196,0.0,0.0,0.0,1.0,8110.02,8110.02,526.351,1.00018
"y_rep[22,5]",0.428125,0.00548621,0.494838,0.0,0.0,0.0,1.0,8140.67,8140.67,528.341,0.999708
"y_rep[22,6]",0.482625,0.00550793,0.499729,0.0,0.0,0.0,1.0,8241.21,8241.21,534.866,0.99986
"y_rep[22,7]",0.459375,0.00573332,0.498378,0.0,0.0,0.0,1.0,7598.17,7598.17,493.131,0.999662
"y_rep[22,8]",0.456875,0.00563853,0.498168,0.0,0.0,0.0,1.0,7844.25,7844.25,509.102,1.00034
"y_rep[22,9]",0.498875,,0.50003,0.0,0.0,0.0,1.0,8117.27,8117.27,526.822,0.999947
"y_rep[22,10]",0.4055,0.0054335,0.491019,0.0,0.0,0.0,1.0,8170.24,8170.24,530.26,1.00057
"y_rep[23,1]",0.24025,0.00484444,0.427262,0.0,0.0,0.0,1.0,7789.35,7789.35,505.539,1.0001
"y_rep[23,2]",0.312,0.00519461,0.463339,0.0,0.0,0.0,1.0,7957.64,7957.64,516.462,1.00007
"y_rep[23,3]",0.326125,0.00536243,0.468823,0.0,0.0,0.0,1.0,7676.49,7676.49,498.215,1.00002
"y_rep[23,4]",0.22025,,0.414441,0.0,0.0,0.0,1.0,7850.02,7850.02,509.477,0.999647
"y_rep[23,5]",0.429375,0.00537559,0.495018,0.0,0.0,0.0,1.0,8489.16,8489.16,550.958,1.00028
"y_rep[23,6]",0.485625,0.00568965,0.499825,0.0,0.0,0.0,1.0,7722.22,7722.22,501.182,0.999763
"y_rep[23,7]",0.455875,0.00565967,0.49808,0.0,0.0,0.0,1.0,7754.51,7754.51,503.278,0.99991
"y_rep[23,8]",0.45125,,0.497649,0.0,0.0,0.0,1.0,8125.12,8125.12,527.331,0.999704
"y_rep[23,9]",0.509625,0.00548536,0.499939,0.0,0.0,1.0,1.0,8315.82,8315.82,539.708,1.00002
"y_rep[23,10]",0.391875,0.00544898,0.4882,0.0,0.0,0.0,1.0,8033.24,8033.24,521.368,0.999823
"y_rep[24,1]",0.24425,0.00491585,0.429668,0.0,0.0,0.0,1.0,7647.11,7647.11,496.308,0.999884
"y_rep[24,2]",0.295875,0.00519057,0.456464,0.0,0.0,0.0,1.0,7804.21,7804.21,506.504,1.00004
"y_rep[24,3]",0.32275,0.00519155,0.467557,0.0,0.0,0.0,1.0,8116.93,8116.93,526.799,0.999723
"y_rep[24,4]",0.22725,0.00481933,0.419082,0.0,0.0,0.0,1.0,7574.39,7574.39,491.588,0.999744
"y_rep[24,5]",0.43225,0.00548969,0.49542,0.0,0.0,0.0,1.0,8168.68,8168.68,530.159,0.999891
"y_rep[24,6]",0.4805,0.00561347,0.499651,0.0,0.0,0.0,1.0,7935.97,7935.97,515.055,1.00019
"y_rep[24,7]",0.457,,0.498179,0.0,0.0,0.0,1.0,8325.34,8325.34,540.326,0.99969
"y_rep[24,8]",0.449375,,0.497462,0.0,0.0,0.0,1.0,7803.24,7803.24,506.441,0.999611
"y_rep[24,9]",0.492375,0.00566444,0.499973,0.0,0.0,0.0,1.0,7796.61,7796.61,506.011,0.999844
"y_rep[24,10]",0.395375,0.00548108,0.488962,0.0,0.0,0.0,1.0,7987.08,7987.08,518.372,1.00006
"y_rep[25,1]",0.23775,,0.425732,0.0,0.0,0.0,1.0,7862.71,7862.71,510.3,0.999861
"y_rep[25,2]",0.312375,0.00519347,0.463491,0.0,0.0,0.0,1.0,7974.16,7974.16,517.534,1.00063
"y_rep[25,3]",0.323375,0.0052489,0.467794,0.0,0.0,0.0,1.0,7951.2,7951.2,516.044,0.999927
"y_rep[25,4]",0.21925,0.0046466,0.413764,0.0,0.0,0.0,1.0,7935.37,7935.37,515.016,1.00009
"y_rep[25,5]",0.42725,0.00552863,0.49471,0.0,0.0,0.0,1.0,8011.68,8011.68,519.969,1.00037
"y_rep[25,6]",0.48075,0.00551182,0.499661,0.0,0.0,0.0,1.0,8255.15,8255.15,535.77,0.999656
"y_rep[25,7]",0.448375,0.00557173,0.497359,0.0,0.0,0.0,1.0,7975.68,7975.68,517.632,1.0
"y_rep[25,8]",0.44825,0.00554363,0.497346,0.0,0.0,0.0,1.0,8058.64,8058.64,523.016,0.999933
"y_rep[25,9]",0.50025,,0.500031,0.0,0.0,1.0,1.0,8001.91,8001.91,519.335,0.999719
"y_rep[25,10]",0.3925,0.00553412,0.488338,0.0,0.0,0.0,1.0,7826.12,7826.12,507.926,0.999795
"y_rep[26,1]",0.235625,,0.424415,0.0,0.0,0.0,1.0,8023.22,8023.22,520.718,1.00015
"y_rep[26,2]",0.306375,0.00504637,0.461016,0.0,0.0,0.0,1.0,8485.77,8485.77,550.738,1.00006
"y_rep[26,3]",0.323625,0.00527749,0.467888,0.0,0.0,0.0,1.0,7864.35,7864.35,510.407,1.00017
"y_rep[26,4]",0.211125,0.00458508,0.408132,0.0,0.0,0.0,1.0,7928.23,7928.23,514.553,0.999595
"y_rep[26,5]",0.432,0.00548571,0.495385,0.0,0.0,0.0,1.0,8177.52,8177.52,530.732,1.00052
"y_rep[26,6]",0.48775,0.00576807,0.499881,0.0,0.0,0.0,1.0,7603.4,7603.4,493.471,0.999779
"y_rep[26,7]",0.452,0.00557214,0.497722,0.0,0.0,0.0,1.0,7989.71,7989.71,518.543,0.999816
"y_rep[26,8]",0.45575,0.00547498,0.498069,0.0,0.0,0.0,1.0,8322.93,8322.93,540.169,1.00033
"y_rep[26,9]",0.498375,0.00555168,0.500029,0.0,0.0,0.0,1.0,8114.99,8114.99,526.674,1.00016
"y_rep[26,10]",0.395875,0.00549531,0.489068,0.0,0.0,0.0,1.0,7952.03,7952.03,516.097,0.999633
"y_rep[27,1]",0.240375,0.00499989,0.427338,0.0,0.0,0.0,1.0,7346.21,7346.21,476.779,0.999896
"y_rep[27,2]",0.29225,0.00532879,0.454825,0.0,0.0,0.0,1.0,7299.0,7299.0,473.715,1.00009
"y_rep[27,3]",0.320625,,0.466746,0.0,0.0,0.0,1.0,8418.58,8418.58,546.377,1.0004
"y_rep[27,4]",0.222625,,0.416035,0.0,0.0,0.0,1.0,,,,
"y_rep[27,5]",0.422875,0.00546686,0.494047,0.0,0.0,0.0,1.0,8178.1,8178.1,530.77,1.00018
"y_rep[27,6]",0.47875,0.0056918,0.499579,0.0,0.0,0.0,1.0,7766.58,7766.58,504.061,1.00002
"y_rep[27,7]",0.45875,0.00571289,0.498327,0.0,0.0,0.0,1.0,7643.68,7643.68,496.085,0.999978
"y_rep[27,8]",0.450875,0.00557888,0.497612,0.0,0.0,0.0,1.0,7985.9,7985.9,518.296,0.999982
"y_rep[27,9]",0.494375,0.00551954,0.5,0.0,0.0,0.0,1.0,8225.02,8225.02,533.815,1.00041
"y_rep[27,10]",0.39325,,0.488502,0.0,0.0,0.0,1.0,7716.76,7716.76,500.828,1.00002
"y_rep[28,1]",0.2355,,0.424337,0.0,0.0,0.0,1.0,8272.13,8272.13,536.873,0.999654
"y_rep[28,2]",0.3,0.00503279,0.458286,0.0,0.0,0.0,1.0,8313.11,8313.11,539.532,1.00002
"y_rep[28,3]",0.319625,0.00516256,0.46636,0.0,0.0,0.0,1.0,8172.12,8172.12,530.381,0.999981
"y_rep[28,4]",0.233125,,0.422848,0.0,0.0,0.0,1.0,7788.53,7788.53,505.486,1.0005
"y_rep[28,5]",0.435625,0.00549509,0.49587,0.0,0.0,0.0,1.0,8147.9,8147.9,528.809,0.999866
"y_rep[28,6]",0.48475,0.00546837,0.499799,0.0,0.0,0.0,1.0,8357.4,8357.4,542.406,1.00061
"y_rep[28,7]",0.459875,0.00566365,0.498419,0.0,0.0,0.0,1.0,7751.73,7751.73,503.098,0.999806
"y_rep[28,8]",0.45225,0.00563484,0.497746,0.0,0.0,0.0,1.0,7819.28,7819.28,507.482,1.00023
"y_rep[28,9]",0.4895,0.00551861,0.499921,0.0,0.0,0.0,1.0,8214.3,8214.3,533.119,1.00018
"y_rep[28,10]",0.404875,0.00563151,0.490899,0.0,0.0,0.0,1.0,7622.02,7622.02,494.679,1.00062
"y_rep[29,1]",0.236,0.00490245,0.424649,0.0,0.0,0.0,1.0,7510.69,7510.69,487.454,1.00004
"y_rep[29,2]",0.303375,,0.459745,0.0,0.0,0.0,1.0,8080.73,8080.73,524.45,1.00012
"y_rep[29,3]",0.3175,0.00509012,0.465533,0.0,0.0,0.0,1.0,8376.06,8376.06,543.618,0.99992
"y_rep[29,4]",0.223125,,0.416368,0.0,0.0,0.0,1.0,,,,
"y_rep[29,5]",0.423625,,0.494163,0.0,0.0,0.0,1.0,8310.14,8310.14,539.339,1.00018
"y_rep[29,6]",0.477125,0.00566921,0.499508,0.0,0.0,0.0,1.0,7766.09,7766.09,504.029,0.99985
"y_rep[29,7]",0.45325,0.00560427,0.497841,0.0,0.0,0.0,1.0,7902.36,7902.36,512.874,0.999922
"y_rep[29,8]",0.45575,,0.498069,0.0,0.0,0.0,1.0,7911.47,7911.47,513.465,0.999959
"y_rep[29,9]",0.48975,0.00549944,0.499926,0.0,0.0,0.0,1.0,8275.73,8275.73,537.106,0.999605
"y_rep[29,10]",0.3915,0.00532706,0.488116,0.0,0.0,0.0,1.0,8400.53,8400.53,545.206,0.999827
"y_rep[30,1]",0.2475,0.00476514,0.431587,0.0,0.0,0.0,1.0,8243.76,8243.76,535.031,1.00047
"y_rep[30,2]",0.306,0.00527888,0.460858,0.0,0.0,0.0,1.0,7626.61,7626.61,494.977,1.00002
"y_rep[30,3]",0.32275,0.00525369,0.467557,0.0,0.0,0.0,1.0,7962.95,7962.95,516.806,0.999986
"y_rep[30,4]",0.22925,0.00464834,0.420377,0.0,0.0,0.0,1.0,8187.7,8187.7,531.393,0.999897
"y_rep[30,5]",0.4265,0.00552703,0.494599,0.0,0.0,0.0,1.0,8018.09,8018.09,520.385,0.999949
"y_rep[30,6]",0.483,0.00573492,0.499742,0.0,0.0,0.0,1.0,7630.53,7630.53,495.231,1.00026
"y_rep[30,7]",0.456375,0.00548025,0.498124,0.0,0.0,0.0,1.0,8273.55,8273.55,536.965,0.999831
"y_rep[30,8]",0.45725,,0.4982,0.0,0.0,0.0,1.0,7966.99,7966.99,517.068,0.999848
"y_rep[30,9]",0.49375,0.00544826,0.499992,0.0,0.0,0.0,1.0,8400.65,8400.65,545.213,0.999861
"y_rep[30,10]",0.40825,,0.491541,0.0,0.0,0.0,1.0,7925.69,7925.69,514.388,1.00091
